1, 50 Cent, https://en.wikipedia.org/wiki/50_Cent,Q6060,https://dbpedia.org/page/50_Cent,50_Cent
2, Adele, https://en.wikipedia.org/wiki/Adele,Q23215,https://dbpedia.org/page/Adele,Adele
3, Angelina Jolie, https://en.wikipedia.org/wiki/Angelina_Jolie,Q13909,https://dbpedia.org/page/Angelina_Jolie,Angelina_Jolie
4, Backstreet Boys, https://en.wikipedia.org/wiki/Backstreet_Boys,Q17140,https://dbpedia.org/page/Backstreet_Boys,Backstreet_Boys
5, Ben Affleck, https://en.wikipedia.org/wiki/Ben_Affleck,Q483118,https://dbpedia.org/page/Ben_Affleck,Ben_Affleck
6, Beyoncé, https://en.wikipedia.org/wiki/Beyoncé,Q36153,https://dbpedia.org/page/Beyonc%C3%A9,Beyonc%C3%A9
7, Bon Jovi, https://en.wikipedia.org/wiki/Bon_Jovi,Q259254,https://dbpedia.org/page/Bon_Jovi,Bon_Jovi
8, Brad Pitt, https://en.wikipedia.org/wiki/Brad_Pitt,Q35332,https://dbpedia.org/page/Brad_Pitt,Brad_Pitt
9, Britney Spears, https://en.wikipedia.org/wiki/Britney_Spears,Q11975,https://dbpedia.org/page/Britney_Spears,Britney_Spears
10, Bruce Springsteen, https://en.wikipedia.org/wiki/Bruce_Springsteen,Q1225,https://dbpedia.org/page/Bruce_Springsteen,Bruce_Springsteen
11, Bruce Willis, https://en.wikipedia.org/wiki/Bruce_Willis,Q2680,https://dbpedia.org/page/Bruce_Willis,Bruce_Willis
12, Celine Dion, https://en.wikipedia.org/wiki/Celine_Dion,Q5105,https://dbpedia.org/page/Celine_Dion,Celine_Dion
13, Cher, https://en.wikipedia.org/wiki/Cher,Q12003,https://dbpedia.org/page/Cher,Cher
14, Coldplay, https://en.wikipedia.org/wiki/Coldplay,Q45188,https://dbpedia.org/page/Coldplay,Coldplay
15, Cristiano Ronaldo, https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Q11571,https://dbpedia.org/page/Cristiano_Ronaldo,Cristiano_Ronaldo
16, Dan Brown, https://en.wikipedia.org/wiki/Dan_Brown,Q7345,https://dbpedia.org/page/Dan_Brown,Dan_Brown
17, David Beckham, https://en.wikipedia.org/wiki/David_Beckham,Q10520,https://dbpedia.org/page/David_Beckham,David_Beckham
18, Dr. Dre, https://en.wikipedia.org/wiki/Dr._Dre,Q6078,https://dbpedia.org/page/Dr._Dre,Dr._Dre
19, Dr. Phil McGraw, https://en.wikipedia.org/wiki/Dr._Phil_McGraw,Q204630,https://dbpedia.org/page/Dr._Phil_McGraw,Dr._Phil_McGraw
20, Drake, https://en.wikipedia.org/wiki/Drake_(musician),Q33240,https://dbpedia.org/page/Drake_(musician),Drake_(musician)
21, Dwayne Johnson, https://en.wikipedia.org/wiki/Dwayne_Johnson,Q10738,https://dbpedia.org/page/Dwayne_Johnson,Dwayne_Johnson
22, Edie Falco, https://en.wikipedia.org/wiki/Edie_Falco,Q229034,https://dbpedia.org/page/Edie_Falco,Edie_Falco
23, Ed Sheeran, https://en.wikipedia.org/wiki/Ed_Sheeran,Q47447,https://dbpedia.org/page/Ed_Sheeran,Ed_Sheeran
24, Ellen DeGeneres, https://en.wikipedia.org/wiki/Ellen_DeGeneres,Q483325,https://dbpedia.org/page/Ellen_DeGeneres,Ellen_DeGeneres
25, Elton John, https://en.wikipedia.org/wiki/Elton_John,Q2808,https://dbpedia.org/page/Elton_John,Elton_John
26, Eminem, https://en.wikipedia.org/wiki/Eminem,Q5608,https://dbpedia.org/page/Eminem,Eminem
