1, Transformers: Age of Extinction, https://www.boxofficemojo.com/releasegroup/gr41374213/?ref_=bo_ydw_table_1,Q6151665,https://dbpedia.org/page/Transformers:_Age_of_Extinction,Transformers:_Age_of_Extinction
2, The Hobbit: The Battle of the Five Armies, https://www.boxofficemojo.com/releasegroup/gr147673605/?ref_=bo_ydw_table_2,Q919649,https://dbpedia.org/page/The_Hobbit:_The_Battle_of_the_Five_Armies,The_Hobbit:_The_Battle_of_the_Five_Armies
3, Guardians of the Galaxy, https://www.boxofficemojo.com/releasegroup/gr2312655365/?ref_=bo_ydw_table_3,Q5887360,https://dbpedia.org/page/Guardians_of_the_Galaxy_(film),Guardians_of_the_Galaxy_(film)
4, Maleficent, https://www.boxofficemojo.com/releasegroup/gr4064301573/?ref_=bo_ydw_table_4,Q172271,https://dbpedia.org/page/Maleficent_(film),Maleficent_(film)
5, The Hunger Games: Mockingjay - Part 1, https://www.boxofficemojo.com/releasegroup/gr3034403333/?ref_=bo_ydw_table_5,Q4142083,https://dbpedia.org/page/The_Hunger_Games:_Mockingjay_-_Part_1,The_Hunger_Games:_Mockingjay_-_Part_1
6, X-Men: Days of Future Past, https://www.boxofficemojo.com/releasegroup/gr2674807301/?ref_=bo_ydw_table_6,Q4985891,https://dbpedia.org/page/X-Men:_Days_of_Future_Past,X-Men:_Days_of_Future_Past
7, Captain America: The Winter Soldier, https://www.boxofficemojo.com/releasegroup/gr952979973/?ref_=bo_ydw_table_7,Q1765358,https://dbpedia.org/page/Captain_America:_The_Winter_Soldier,Captain_America:_The_Winter_Soldier
8, Dawn of the Planet of the Apes, https://www.boxofficemojo.com/releasegroup/gr1446466053/?ref_=bo_ydw_table_8,Q11220194,https://dbpedia.org/page/Dawn_of_the_Planet_of_the_Apes,Dawn_of_the_Planet_of_the_Apes
9, The Amazing Spider-Man 2, https://www.boxofficemojo.com/releasegroup/gr1230590469/?ref_=bo_ydw_table_9,Q4254026,https://dbpedia.org/page/The_Amazing_Spider-Man_2,The_Amazing_Spider-Man_2
10, Interstellar, https://www.boxofficemojo.com/releasegroup/gr459297285/?ref_=bo_ydw_table_10,Q13417189,https://dbpedia.org/page/Interstellar_(film),Interstellar_(film)
11, Big Hero 6, https://www.boxofficemojo.com/releasegroup/gr3218493957/?ref_=bo_ydw_table_11,Q13091172,https://dbpedia.org/page/Big_Hero_6_(film),Big_Hero_6_(film)
12, How to Train Your Dragon 2, https://www.boxofficemojo.com/releasegroup/gr2014401029/?ref_=bo_ydw_table_12,Q10298666,https://dbpedia.org/page/How_to_Train_Your_Dragon_2,How_to_Train_Your_Dragon_2
13, American Sniper, https://www.boxofficemojo.com/releasegroup/gr1412583941/?ref_=bo_ydw_table_13,Q16970789,https://dbpedia.org/page/American_Sniper,American_Sniper
14, Godzilla, https://www.boxofficemojo.com/releasegroup/gr1899778565/?ref_=bo_ydw_table_14,Q7731172,https://dbpedia.org/page/Godzilla_(2014_film),Godzilla_(2014_film)
15, Rio 2, https://www.boxofficemojo.com/releasegroup/gr1071665669/?ref_=bo_ydw_table_15,Q6296387,https://dbpedia.org/page/Rio_2,Rio_2
16, Teenage Mutant Ninja Turtles, https://www.boxofficemojo.com/releasegroup/gr656364037/?ref_=bo_ydw_table_16,Q58439,https://dbpedia.org/page/Teenage_Mutant_Ninja_Turtles_(2014_film),Teenage_Mutant_Ninja_Turtles_(2014_film)
17, The Lego Movie, https://www.boxofficemojo.com/releasegroup/gr2634043909/?ref_=bo_ydw_table_17,Q2608065,https://dbpedia.org/page/The_Lego_Movie,The_Lego_Movie
18, Lucy, https://www.boxofficemojo.com/releasegroup/gr2824491525/?ref_=bo_ydw_table_18,Q15624215,https://dbpedia.org/page/Lucy_(2014_film),Lucy_(2014_film)
19, Penguins of Madagascar, https://www.boxofficemojo.com/releasegroup/gr3093123589/?ref_=bo_ydw_table_19,Q15616479,https://dbpedia.org/page/Penguins_of_Madagascar,Penguins_of_Madagascar
20, Edge of Tomorrow, https://www.boxofficemojo.com/releasegroup/gr2177323525/?ref_=bo_ydw_table_20,Q1187607,https://dbpedia.org/page/Edge_of_Tomorrow,Edge_of_Tomorrow
21, Star Wars: Episode VII - The Force Awakens, https://www.boxofficemojo.com/releasegroup/gr3305984517/?ref_=bo_ydw_table_1,Q6074,https://dbpedia.org/page/Star_Wars:_Episode_VII_-_The_Force_Awakens,Star_Wars:_Episode_VII_-_The_Force_Awakens
22, Jurassic World, https://www.boxofficemojo.com/releasegroup/gr2960871941/?ref_=bo_ydw_table_2,Q3512046,https://dbpedia.org/page/Jurassic_World,Jurassic_World
23, Furious 7, https://www.boxofficemojo.com/releasegroup/gr2321306117/?ref_=bo_ydw_table_3,Q14650496,https://dbpedia.org/page/Furious_7,Furious_7
24, Avengers: Age of Ultron, https://www.boxofficemojo.com/releasegroup/gr1743933957/?ref_=bo_ydw_table_4,Q14171368,https://dbpedia.org/page/Avengers:_Age_of_Ultron,Avengers:_Age_of_Ultron
25, Minions, https://www.boxofficemojo.com/releasegroup/gr838095365/?ref_=bo_ydw_table_5,Q13619743,https://dbpedia.org/page/Minions_(film),Minions_(film)
26, Spectre, https://www.boxofficemojo.com/releasegroup/gr16273925/?ref_=bo_ydw_table_6,Q18602670,https://dbpedia.org/page/Spectre_(2015_film),Spectre_(2015_film)
27, Inside Out, https://www.boxofficemojo.com/releasegroup/gr1952338437/?ref_=bo_ydw_table_7,Q6144664,https://dbpedia.org/page/Inside_Out_(2015_film),Inside_Out_(2015_film)
28, Mission: Impossible - Rogue Nation, https://www.boxofficemojo.com/releasegroup/gr3740488197/?ref_=bo_ydw_table_8,Q17548046,https://dbpedia.org/page/Mission:_Impossible_-_Rogue_Nation,Mission:_Impossible_-_Rogue_Nation
29, The Hunger Games: Mockingjay - Part 2, https://www.boxofficemojo.com/releasegroup/gr2410172933/?ref_=bo_ydw_table_9,Q10307713,https://dbpedia.org/page/The_Hunger_Games:_Mockingjay_-_Part_2,The_Hunger_Games:_Mockingjay_-_Part_2
30, The Martian, https://www.boxofficemojo.com/releasegroup/gr1145983493/?ref_=bo_ydw_table_10,Q18547944,https://dbpedia.org/page/The_Martian_(film),The_Martian_(film)
31, Fifty Shades of Grey, https://www.boxofficemojo.com/releasegroup/gr4024783365/?ref_=bo_ydw_table_11,Q14566553,https://dbpedia.org/page/Fifty_Shades_of_Grey_(film),Fifty_Shades_of_Grey_(film)
32, Cinderella, https://www.boxofficemojo.com/releasegroup/gr3664990725/?ref_=bo_ydw_table_12,Q15046091,https://dbpedia.org/page/Cinderella_(2015_American_film),Cinderella_(2015_American_film)
33, The Revenant, https://www.boxofficemojo.com/releasegroup/gr1464685061/?ref_=bo_ydw_table_13,Q18002795,https://dbpedia.org/page/The_Revenant_(2015_film),The_Revenant_(2015_film)
34, Ant-Man, https://www.boxofficemojo.com/releasegroup/gr821711365/?ref_=bo_ydw_table_14,Q5901134,https://dbpedia.org/page/Ant-Man_(film),Ant-Man_(film)
35, Hotel Transylvania 2, https://www.boxofficemojo.com/releasegroup/gr1933267461/?ref_=bo_ydw_table_15,Q15270775,https://dbpedia.org/page/Hotel_Transylvania_2,Hotel_Transylvania_2
36, San Andreas, https://www.boxofficemojo.com/releasegroup/gr3033420293/?ref_=bo_ydw_table_16,Q15973073,https://dbpedia.org/page/San_Andreas_(film),San_Andreas_(film)
37, Terminator Genisys, https://www.boxofficemojo.com/releasegroup/gr1182290437/?ref_=bo_ydw_table_17,Q15140437,https://dbpedia.org/page/Terminator_Genisys,Terminator_Genisys
38, Kingsman: The Secret Service, https://www.boxofficemojo.com/releasegroup/gr2858963461/?ref_=bo_ydw_table_18,Q15068238,https://dbpedia.org/page/Kingsman:_The_Secret_Service,Kingsman:_The_Secret_Service
39, Monster Hunt, https://www.boxofficemojo.com/releasegroup/gr3930214917/?ref_=bo_ydw_table_19,Q18391038,https://dbpedia.org/page/Monster_Hunt,Monster_Hunt
40, Home, https://www.boxofficemojo.com/releasegroup/gr275075589/?ref_=bo_ydw_table_20,Q4499813,https://dbpedia.org/page/Home_(2015_film),Home_(2015_film)
41, Captain America: Civil War, https://www.boxofficemojo.com/releasegroup/gr2136297989/?ref_=bo_ydw_table_1,Q18407657,https://dbpedia.org/page/Captain_America:_Civil_War,Captain_America:_Civil_War
42, Rogue One: A Star Wars Story, https://www.boxofficemojo.com/releasegroup/gr384520709/?ref_=bo_ydw_table_2,Q19590955,https://dbpedia.org/page/Rogue_One:_A_Star_Wars_Story,Rogue_One:_A_Star_Wars_Story
43, Finding Dory, https://www.boxofficemojo.com/releasegroup/gr1869238789/?ref_=bo_ydw_table_3,Q9321426,https://dbpedia.org/page/Finding_Dory,Finding_Dory
44, Zootopia, https://www.boxofficemojo.com/releasegroup/gr1680691717/?ref_=bo_ydw_table_4,Q15270647,https://dbpedia.org/page/Zootopia,Zootopia
