1, Transformers: Age of Extinction, https://www.boxofficemojo.com/releasegroup/gr41374213/?ref_=bo_ydw_table_1
2, The Hobbit: The Battle of the Five Armies, https://www.boxofficemojo.com/releasegroup/gr147673605/?ref_=bo_ydw_table_2
3, Guardians of the Galaxy, https://www.boxofficemojo.com/releasegroup/gr2312655365/?ref_=bo_ydw_table_3
4, Maleficent, https://www.boxofficemojo.com/releasegroup/gr4064301573/?ref_=bo_ydw_table_4
5, The Hunger Games: Mockingjay - Part 1, https://www.boxofficemojo.com/releasegroup/gr3034403333/?ref_=bo_ydw_table_5
6, X-Men: Days of Future Past, https://www.boxofficemojo.com/releasegroup/gr2674807301/?ref_=bo_ydw_table_6
7, Captain America: The Winter Soldier, https://www.boxofficemojo.com/releasegroup/gr952979973/?ref_=bo_ydw_table_7
8, Dawn of the Planet of the Apes, https://www.boxofficemojo.com/releasegroup/gr1446466053/?ref_=bo_ydw_table_8
9, The Amazing Spider-Man 2, https://www.boxofficemojo.com/releasegroup/gr1230590469/?ref_=bo_ydw_table_9
10, Interstellar, https://www.boxofficemojo.com/releasegroup/gr459297285/?ref_=bo_ydw_table_10
11, Big Hero 6, https://www.boxofficemojo.com/releasegroup/gr3218493957/?ref_=bo_ydw_table_11
12, How to Train Your Dragon 2, https://www.boxofficemojo.com/releasegroup/gr2014401029/?ref_=bo_ydw_table_12
13, American Sniper, https://www.boxofficemojo.com/releasegroup/gr1412583941/?ref_=bo_ydw_table_13
14, Godzilla, https://www.boxofficemojo.com/releasegroup/gr1899778565/?ref_=bo_ydw_table_14
15, Rio 2, https://www.boxofficemojo.com/releasegroup/gr1071665669/?ref_=bo_ydw_table_15
16, Teenage Mutant Ninja Turtles, https://www.boxofficemojo.com/releasegroup/gr656364037/?ref_=bo_ydw_table_16
17, The Lego Movie, https://www.boxofficemojo.com/releasegroup/gr2634043909/?ref_=bo_ydw_table_17
18, Lucy, https://www.boxofficemojo.com/releasegroup/gr2824491525/?ref_=bo_ydw_table_18
19, Penguins of Madagascar, https://www.boxofficemojo.com/releasegroup/gr3093123589/?ref_=bo_ydw_table_19
20, Edge of Tomorrow, https://www.boxofficemojo.com/releasegroup/gr2177323525/?ref_=bo_ydw_table_20
21, Star Wars: Episode VII - The Force Awakens, https://www.boxofficemojo.com/releasegroup/gr3305984517/?ref_=bo_ydw_table_1
22, Jurassic World, https://www.boxofficemojo.com/releasegroup/gr2960871941/?ref_=bo_ydw_table_2
23, Furious 7, https://www.boxofficemojo.com/releasegroup/gr2321306117/?ref_=bo_ydw_table_3
24, Avengers: Age of Ultron, https://www.boxofficemojo.com/releasegroup/gr1743933957/?ref_=bo_ydw_table_4
25, Minions, https://www.boxofficemojo.com/releasegroup/gr838095365/?ref_=bo_ydw_table_5
26, Spectre, https://www.boxofficemojo.com/releasegroup/gr16273925/?ref_=bo_ydw_table_6
27, Inside Out, https://www.boxofficemojo.com/releasegroup/gr1952338437/?ref_=bo_ydw_table_7
28, Mission: Impossible - Rogue Nation, https://www.boxofficemojo.com/releasegroup/gr3740488197/?ref_=bo_ydw_table_8
29, The Hunger Games: Mockingjay - Part 2, https://www.boxofficemojo.com/releasegroup/gr2410172933/?ref_=bo_ydw_table_9
30, The Martian, https://www.boxofficemojo.com/releasegroup/gr1145983493/?ref_=bo_ydw_table_10
31, Fifty Shades of Grey, https://www.boxofficemojo.com/releasegroup/gr4024783365/?ref_=bo_ydw_table_11
32, Cinderella, https://www.boxofficemojo.com/releasegroup/gr3664990725/?ref_=bo_ydw_table_12
33, The Revenant, https://www.boxofficemojo.com/releasegroup/gr1464685061/?ref_=bo_ydw_table_13
34, Ant-Man, https://www.boxofficemojo.com/releasegroup/gr821711365/?ref_=bo_ydw_table_14
35, Hotel Transylvania 2, https://www.boxofficemojo.com/releasegroup/gr1933267461/?ref_=bo_ydw_table_15
36, San Andreas, https://www.boxofficemojo.com/releasegroup/gr3033420293/?ref_=bo_ydw_table_16
37, Terminator Genisys, https://www.boxofficemojo.com/releasegroup/gr1182290437/?ref_=bo_ydw_table_17
38, Kingsman: The Secret Service, https://www.boxofficemojo.com/releasegroup/gr2858963461/?ref_=bo_ydw_table_18
39, Monster Hunt, https://www.boxofficemojo.com/releasegroup/gr3930214917/?ref_=bo_ydw_table_19
40, Home, https://www.boxofficemojo.com/releasegroup/gr275075589/?ref_=bo_ydw_table_20
41, Captain America: Civil War, https://www.boxofficemojo.com/releasegroup/gr2136297989/?ref_=bo_ydw_table_1
