23,3,10,31,"apple tv | macintosh se | apple macintosh color display | apple pencil | apple iigs | macintosh plus | apple lisa | ipod shuffle | apple mighty mouse | powerbook duo 230 | macintosh xl | apple ii plus | emate 300 | macintosh 512ke | powerbook 100 series | apple ii series | isight | macintosh color classic | magic mouse | ipod hi fi | ipod classic | magic trackpad 2 | ipod mini","macintosh xl home computer | magsafe (iphone) | ipad air (3rd generation)  ipad air 3rd generation  1","apple ii | ipad air (3rd generation) | macintosh 512k | macintosh se/30 | macintosh portable computer | macintosh 128k home computer | macintosh classic desktop computer | ipad pro 12.9 inch (2nd generation) | macintosh plus home computer | ipod touch (5th generation)","macintosh se/30 home computer | translate | siri | itunes trailers | swift | finewoven | facetime | mini displayport | apple pro display xdr | apple audiovision 14 display | apple multiple scan 15 display | opencl | apple desktop bus | magsafe | apple music replay | apple color plus 14″ display | apple performa plus display | apple extended keyboard | apple multiple scan 14 display | playground | applecolor composite monitor iie | geneva | itunes ping | ipad pro 12.9 inch 2nd generation | mini dvi | files | applecolor high resolution rgb monitor | ipod touch 5th generation | applevision 750 display | ipad air 3rd generation | prores 422"
0,6,0,0,"","partnership on ai | ddex | matter | siri | webgpu | apple czech","",""
11,2,0,11,"akonia holographics | fingerworks | emagic | anobit | taligent | siri inc. | silicon grail | the keyboard company | schemasoft | texture | raycer","priya balasubramaniam | akonia holographics (united states)","","apple germany | apple israel | apple sales international | apple original films | apple czech | filemaker, inc. | darwinai | apple data team | one voice technologies | apple tv+ | prismo graphics"
14,0,3,4,"apple germany | fingerworks | anobit | apple israel | apple sales international | siri inc. | beddit | invisage technologies | apple czech | authentec | drive.ai | schemasoft | raycer | prismo graphics","","weather (apple) | inc. | filemaker","apple store | weather | apple studios | filemaker, inc."
0,1,1,9,"","imran chaudhri","ask different","angela ahrendts | deirdre o'brien | randy haykin | john ternus | deirdre o | paul deneve | imran chaudhri,,angela ahrendts | dan riccio | imran chaudhri,,deirdre o'brien"
1,0,0,2,"apple university","","","athreya buddhavarapu | david ungar"
6,0,0,4,"digital distribution | online services | mobile phone industry | consumer electronics | information technology | software development","","","software industry | software services | consumer electronics industry | electronics"
6,12,0,0,"corporation | business | brand | computer manufacturer | technology company | enterprise","chicago | new york | geneva | podium sans | macintouch | skia | apple chancery | menlo | mactalk australia | san francisco | espy sans | monaco","",""
0,0,0,0,"","","",""
0,1,2,4,"","cupertino, california","cupertino | california","cupertine | los angeles | los altos | united states"
0,3,3,10,"","jana partners | steve jobs | ronald wayne","apple corporate shuttle | imagination technologies | iad","fidelity investments | northern trust | blackrock | geode capital management | norges bank | morgan stanley | state street corporation | berkshire hathaway | the vanguard group | t. rowe price"
