"spouse",,"Jonny Lee Miller",,"spouse"
"spouse",,"Billy Bob Thornton",,"spouse"
"spouse",,"Brad Pitt",,"spouse"
"spouse","div.",,,"spouse"
"spouse","2019",,,"spouse"
"spouse","2000",,,"spouse"
"spouse","2003",,,"spouse"
"spouse","1996",,,"spouse"
"spouse","2014",,,"spouse"
"director",,"In the Land of Blood and Honey",,"director"
"director",,"A Place in Time",,"director"
"director","Unbroken_(film)",,,"director"
"director","By_the_Sea_(2015_film)",,,"director"
"director","First_They_Killed_My_Father_(film)",,,"director"
"director",,,"First They Killed My Father","director"
"director",,,"By the Sea","director"
"director",,,"Unbroken","director"
"director",,,"Without Blood","director"
"alias","Angelina Jolie Pitt",,,""
"works","Angelina_Jolie_filmography",,,""
"relative|relatives",,"Chip Taylor",,"relative"
"relative|relatives",,"Barry Voight",,"relative"
"relative|relatives","James_Haven",,,"relative"
"relative|relatives","James Haven",,,"relative"
"relative|relatives",,,"Zahara Jolie-Pitt","relative"
"relative|relatives",,,"Pax Jolie-Pitt","relative"
"relative|relatives",,,"Maddox Jolie-Pitt","relative"
"birthName","Angelina Jolie Voight",,,""
"isPrimaryTopicOf","Angelina_Jolie",,,""
"birthPlace","California",,,""
"birthPlace","Los_Angeles",,,""
"birthPlace","Los Angeles, California, U.S.",,,""
"producer",,"In the Land of Blood and Honey",,"executive producer|producer"
"producer",,"Maleficent: Mistress of Evil",,"executive producer|producer"
"producer","The_One_and_Only_Ivan_(film)",,,"executive producer|producer"
"producer","Unbroken_(film)",,,"executive producer|producer"
"producer","By_the_Sea_(2015_film)",,,"executive producer|producer"
"producer",,,"Maleficent","executive producer|producer"
"producer",,,"Difret","executive producer|producer"
"producer",,,"The One and Only Ivan","executive producer|producer"
"producer",,,"The Breadwinner","executive producer|producer"
"producer",,,"Unbroken","executive producer|producer"
"producer",,,"First They Killed My Father","executive producer|producer"
"producer",,,"By the Sea","executive producer|producer"
"species","no",,,""
"birthYear","1975",,,""
"otherNames","Angelina Jolie Pitt",,,""
"activeYearsStartYear","1982",,,""
"child|children",,"Jon Voight",,"child"
"child|children",,"Marcheline Bertrand",,"child"
"child|children","6",,,"child"
"child|children",,,"Vivienne Jolie-Pitt","child"
"child|children",,,"Shiloh Jolie","child"
"child|children",,,"Maddox Jolie-Pitt","child"
"child|children",,,"Zahara Jolie-Pitt","child"
"child|children",,,"Pax Jolie-Pitt","child"
"child|children",,,"Knox Jolie-Pitt","child"
"mother|father",,"Marcheline Bertrand",,"father|mother"
"mother|father",,"Jon_Voight",,"father|mother"
"mother|father",,,"Jon Voight","father|mother"
"mother|father",,,"Knox Jolie-Pitt","father|mother"
"mother|father",,,"Shiloh Jolie","father|mother"
"mother|father",,,"Vivienne Jolie-Pitt","father|mother"
"source","&mdash;Jolie on her reasons for speaking out about her mastectomy",,,""
"source","—Jolie on her motives for joining UNHCR in 2001",,,""
"source","—Chicago Sun-Times critic Roger Ebert on Jolie's performance in Girl, Interrupted",,,""
"portrayer","Maleficent",,,""
"portrayer","Lara_Croft",,,""
"yearsActive","1982",,,""
"awards|award","List_of_awards_and_nominations_received_by_Angelina_Jolie",,,"award received"
"awards|award","List_of_awards_and_nominations_received_by_Angelina_Jolie",,,"award received"
"awards|award",,,"People's Choice Awards","award received"
"awards|award",,,"Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role","award received"
"awards|award",,,"Academy Award for Best Supporting Actress","award received"
"awards|award",,,"Q1966960","award received"
"awards|award",,,"Hollywood Film Awards","award received"
"awards|award",,,"Golden Globe Award for Best Supporting Actress – Motion Picture","award received"
"awards|award",,,"Jean Hersholt Humanitarian Award","award received"
"awards|award",,,"Saturn Award for Best Actress","award received"
"awards|award",,,"Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Miniseries or Television Movie","award received"
"awards|award",,,"Order of Saint Michael and Saint George","award received"
"awards|award",,,"Sergio Vieira de Mello Citizen of the World","award received"
"awards|award",,,"honorary citizen of Cambodia","award received"
