1, Hydrogen, https://en.wikipedia.org/wiki/Hydrogen,Q556,https://dbpedia.org/page/Hydrogen,Hydrogen
2, Helium, https://en.wikipedia.org/wiki/Helium,Q560,https://dbpedia.org/page/Helium,Helium
3, Lithium, https://en.wikipedia.org/wiki/Lithium,Q568,https://dbpedia.org/page/Lithium,Lithium
4, Beryllium, https://en.wikipedia.org/wiki/Beryllium,Q569,https://dbpedia.org/page/Beryllium,Beryllium
5, Boron, https://en.wikipedia.org/wiki/Boron,Q618,https://dbpedia.org/page/Boron,Boron
6, Carbon, https://en.wikipedia.org/wiki/Carbon,Q623,https://dbpedia.org/page/Carbon,Carbon
7, Nitrogen, https://en.wikipedia.org/wiki/Nitrogen,Q627,https://dbpedia.org/page/Nitrogen,Nitrogen
8, Oxygen, https://en.wikipedia.org/wiki/Oxygen,Q629,https://dbpedia.org/page/Oxygen,Oxygen
9, Fluorine, https://en.wikipedia.org/wiki/Fluorine,Q650,https://dbpedia.org/page/Fluorine,Fluorine
10, Neon, https://en.wikipedia.org/wiki/Neon,Q654,https://dbpedia.org/page/Neon,Neon
11, Sodium, https://en.wikipedia.org/wiki/Sodium,Q658,https://dbpedia.org/page/Sodium,Sodium
12, Magnesium, https://en.wikipedia.org/wiki/Magnesium,Q660,https://dbpedia.org/page/Magnesium,Magnesium
13, Aluminium, https://en.wikipedia.org/wiki/Aluminium,Q663,https://dbpedia.org/page/Aluminium,Aluminium
14, Silicon, https://en.wikipedia.org/wiki/Silicon,Q670,https://dbpedia.org/page/Silicon,Silicon
15, Phosphorus, https://en.wikipedia.org/wiki/Phosphorus,Q674,https://dbpedia.org/page/Phosphorus,Phosphorus
16, Sulfur, https://en.wikipedia.org/wiki/Sulfur,Q682,https://dbpedia.org/page/Sulfur,Sulfur
17, Chlorine, https://en.wikipedia.org/wiki/Chlorine,Q688,https://dbpedia.org/page/Chlorine,Chlorine
18, Argon, https://en.wikipedia.org/wiki/Argon,Q696,https://dbpedia.org/page/Argon,Argon
19, Potassium, https://en.wikipedia.org/wiki/Potassium,Q703,https://dbpedia.org/page/Potassium,Potassium
20, Calcium, https://en.wikipedia.org/wiki/Calcium,Q706,https://dbpedia.org/page/Calcium,Calcium
21, Scandium, https://en.wikipedia.org/wiki/Scandium,Q713,https://dbpedia.org/page/Scandium,Scandium
22, Titanium, https://en.wikipedia.org/wiki/Titanium,Q716,https://dbpedia.org/page/Titanium,Titanium
23, Vanadium, https://en.wikipedia.org/wiki/Vanadium,Q722,https://dbpedia.org/page/Vanadium,Vanadium
24, Chromium, https://en.wikipedia.org/wiki/Chromium,Q725,https://dbpedia.org/page/Chromium,Chromium
25, Manganese, https://en.wikipedia.org/wiki/Manganese,Q731,https://dbpedia.org/page/Manganese,Manganese
26, Iron, https://en.wikipedia.org/wiki/Iron,Q677,https://dbpedia.org/page/Iron,Iron
27, Cobalt, https://en.wikipedia.org/wiki/Cobalt,Q740,https://dbpedia.org/page/Cobalt,Cobalt
28, Nickel, https://en.wikipedia.org/wiki/Nickel,Q744,https://dbpedia.org/page/Nickel,Nickel
29, Copper, https://en.wikipedia.org/wiki/Copper,Q753,https://dbpedia.org/page/Copper,Copper
