1, Hydrogen, https://en.wikipedia.org/wiki/Hydrogen
2, Helium, https://en.wikipedia.org/wiki/Helium
3, Lithium, https://en.wikipedia.org/wiki/Lithium
4, Beryllium, https://en.wikipedia.org/wiki/Beryllium
5, Boron, https://en.wikipedia.org/wiki/Boron
6, Carbon, https://en.wikipedia.org/wiki/Carbon
7, Nitrogen, https://en.wikipedia.org/wiki/Nitrogen
8, Oxygen, https://en.wikipedia.org/wiki/Oxygen
9, Fluorine, https://en.wikipedia.org/wiki/Fluorine
10, Neon, https://en.wikipedia.org/wiki/Neon
11, Sodium, https://en.wikipedia.org/wiki/Sodium
12, Magnesium, https://en.wikipedia.org/wiki/Magnesium
13, Aluminium, https://en.wikipedia.org/wiki/Aluminium
14, Silicon, https://en.wikipedia.org/wiki/Silicon
15, Phosphorus, https://en.wikipedia.org/wiki/Phosphorus
16, Sulfur, https://en.wikipedia.org/wiki/Sulfur
17, Chlorine, https://en.wikipedia.org/wiki/Chlorine
18, Argon, https://en.wikipedia.org/wiki/Argon
19, Potassium, https://en.wikipedia.org/wiki/Potassium
20, Calcium, https://en.wikipedia.org/wiki/Calcium
21, Scandium, https://en.wikipedia.org/wiki/Scandium
22, Titanium, https://en.wikipedia.org/wiki/Titanium
23, Vanadium, https://en.wikipedia.org/wiki/Vanadium
24, Chromium, https://en.wikipedia.org/wiki/Chromium
25, Manganese, https://en.wikipedia.org/wiki/Manganese
26, Iron, https://en.wikipedia.org/wiki/Iron
27, Cobalt, https://en.wikipedia.org/wiki/Cobalt
28, Nickel, https://en.wikipedia.org/wiki/Nickel
29, Copper, https://en.wikipedia.org/wiki/Copper
30, Zinc, https://en.wikipedia.org/wiki/Zinc
31, Gallium, https://en.wikipedia.org/wiki/Gallium
32, Germanium, https://en.wikipedia.org/wiki/Germanium
33, Arsenic, https://en.wikipedia.org/wiki/Arsenic
34, Selenium, https://en.wikipedia.org/wiki/Selenium
35, Bromine, https://en.wikipedia.org/wiki/Bromine
36, Krypton, https://en.wikipedia.org/wiki/Krypton
37, Rubidium, https://en.wikipedia.org/wiki/Rubidium
38, Strontium, https://en.wikipedia.org/wiki/Strontium
39, Yttrium, https://en.wikipedia.org/wiki/Yttrium
40, Zirconium, https://en.wikipedia.org/wiki/Zirconium
41, Niobium, https://en.wikipedia.org/wiki/Niobium
42, Molybdenum, https://en.wikipedia.org/wiki/Molybdenum
43, Technetium, https://en.wikipedia.org/wiki/Technetium
44, Ruthenium, https://en.wikipedia.org/wiki/Ruthenium
45, Rhodium, https://en.wikipedia.org/wiki/Rhodium
46, Palladium, https://en.wikipedia.org/wiki/Palladium
47, Silver, https://en.wikipedia.org/wiki/Silver
48, Cadmium, https://en.wikipedia.org/wiki/Cadmium
49, Indium, https://en.wikipedia.org/wiki/Indium
50, Tin, https://en.wikipedia.org/wiki/Tin
51, Antimony, https://en.wikipedia.org/wiki/Antimony
52, Tellurium, https://en.wikipedia.org/wiki/Tellurium
53, Iodine, https://en.wikipedia.org/wiki/Iodine
54, Xenon, https://en.wikipedia.org/wiki/Xenon
55, Caesium, https://en.wikipedia.org/wiki/Caesium
56, Barium, https://en.wikipedia.org/wiki/Barium
57, Lanthanum, https://en.wikipedia.org/wiki/Lanthanum
58, Cerium, https://en.wikipedia.org/wiki/Cerium
59, Praseodymium, https://en.wikipedia.org/wiki/Praseodymium
60, Neodymium, https://en.wikipedia.org/wiki/Neodymium
61, Promethium, https://en.wikipedia.org/wiki/Promethium
62, Samarium, https://en.wikipedia.org/wiki/Samarium
63, Europium, https://en.wikipedia.org/wiki/Europium
64, Gadolinium, https://en.wikipedia.org/wiki/Gadolinium
65, Terbium, https://en.wikipedia.org/wiki/Terbium
66, Dysprosium, https://en.wikipedia.org/wiki/Dysprosium
67, Holmium, https://en.wikipedia.org/wiki/Holmium
68, Erbium, https://en.wikipedia.org/wiki/Erbium
69, Thulium, https://en.wikipedia.org/wiki/Thulium
