1,rdf-schema#seeAlso
2,name
3,homepage
4,wgs84_pos#lat
5,wgs84_pos#long
6,secCik
7,thumbnail
8,bloomberg
9,google
10,reuters
11,yahoo
12,align
13,alt
14,areaServed
15,assets
16,auto
17,caption
18,date
19,direction
20,equity
21,equityYear
22,formerName
23,founded
24,founders
25,hqLocation
26,hqLocationCity
27,hqLocationCountry
28,image
29,imageCaption
30,imageSize
31,industry
32,keyPeople
33,logo
34,logoSize
35,netIncome
36,numEmployees
37,numEmployeesYear
38,numLocations
39,numLocationsYear
40,operatingIncome
41,perrow
42,products
43,quote
44,revenue
45,revenueYear
46,services
47,source
48,subsid
49,symbol
50,title
51,totalWidth
52,tradedAs
53,type
54,voy
55,website
56,width
57,point
58,assetsYear
59,find
60,incomeYear
61,isin
62,netIncomeYear
63,sameAs
64,wordnet_type
65,core#closeMatch
66,prov#wasDerivedFrom
67,wikiPageLength
68,foundingDate
69,foundingYear
70,numberOfEmployees
71,numberOfLocations
72,foundedBy
73,headquarter
74,keyPerson
75,locationCity
76,product
77,service
78,subsidiary
79,isPrimaryTopicOf
80,wgs84_pos#geometry
81,owl#differentFrom
82,wikiPageDisambiguates
83,videoFormat
84,workplaces
85,manuf
86,namesake
87,affiliations
88,author
89,branding
90,company
91,currentowner
92,designer
93,developer
94,distributor
95,manufacturer
96,membership
97,mostWins
98,network
99,organization
100,owner
101,parent
102,platform
103,producer
104,publisher
105,tv
106,award1pub
107,organized
108,boards
109,brand
110,commissionedBy
111,designfirm
112,employer
113,foundry
114,parentOrganization
115,board
116,institution
117,affiliation
118,computingPlatform
119,cpu
120,knownFor
121,license
122,literaryGenre
123,nonFictionSubject
124,occupation
125,operatingSystem
126,owningCompany
127,parentCompany
128,parentOrganisation
129,primaryTopic
130,brands
131,b
132,commons
133,d
134,divisions
135,footnotes
136,logoAlt
137,n
138,portal
139,q
140,reason
141,s
142,species
143,style
144,text
145,tradeName
146,v
147,wikt
148,hypernym
149,division
150,commercial
151,currentStatus
152,founder
153,language
154,logoCaption
155,programmingLanguage
156,registration
157,screenshot
158,sign
159,collapsetext
160,collapsible
161,licensee
162,platforms
163,rev
164,nativeClients
165,tradingName
166,owners
167,registry
168,location
169,successor
170,foundation
171,soc
172,workInstitutions
173,graphics
174,partners
175,stockrow
176,xaxistitle
177,y1title
178,yaxismin
179,yaxistitle
180,border
181,height
182,locationCountry
183,x
184,y
185,ta
186,workInstitution
187,previousowners
188,sponsor
189,institutions
190,patrons
191,award
192,predecessor
193,currentTenants
194,operator
195,operators
196,opponents
197,companies
198,contractors
199,customValue
200,significantBuilding
201,funding
202,recordLabel
203,creator
204,free
205,presenter
206,producedby
207,footer
208,nasdaq
209,sponsors
210,ratio
211,aum
212,predecessors
213,assetUnderManagement
214,office
215,formerNames
216,thirdTeam
217,locations
218,areasServed
219,client
220,projectParticipant
221,space
222,data
223,academicDiscipline
224,currentMember
225,titlestyle
226,toggle
227,left
228,titlebar
229,float
230,state
231,successors
232,opponent
233,manufacturers
234,colwidth
235,organised
236,1a
237,1p
238,1pp
239,1y
240,2a
241,2p
242,2pp
243,2y
244,fmt
245,index
246,p
247,startYear
248,value
249,artist
250,label
251,origin
252,shipOwner
253,studio
254,advertising
255,currentOwner
256,initiator
257,issuingAuthority
258,licensedfrom
259,productionCompany
260,associatedBand
261,associatedMusicalArtist
262,carrier
263,captionAlign
264,footerAlign
265,aux
266,importantStation
267,dir
268,tvstation
269,management
270,networkEn
271,needed
272,modem
273,processor
274,soldby
275,sound
276,developers
277,regionServed
278,image2Caption
279,managerclubs
280,processors
281,managerClub
282,team
283,fid
284,content
285,sizeFrom
286,members
287,boardOfDirectors
288,inventName
289,titleSponsor
290,patron
291,place
292,sp
293,carriers
294,connectivity
295,currentposition
296,networks
297,carrier(s)_
298,position
299,production
300,technicalServiceProvider
301,markTitle
302,copyright
303,designers
304,by
305,header
306,rating
307,proteam
308,bot
309,fixAttempted
310,lsp
311,builders
312,launchContractor
313,designGroup
314,laterwork
315,profession
316,builder
317,credits
318,companyType
319,description
320,filename
321,imageStyle
322,numUsers
323,soundRecording
324,engine
325,ownership
326,psUnitsManuModel
327,engineType
328,powerType
329,address
330,notableRestaurants
331,fate
332,side
333,curator
334,moreUsers
335,primaryUser
336,road
337,aircraftType
338,manufacturier
339,trademarkregistrations
340,creatorOfDish
341,agency
342,plantOperator
343,certain
344,hoovers
345,thTechnology
346,tractionmotors
347,design
348,eng1Name
349,invented
350,npReactorSupplier
351,plantTurbines
352,psUnitsOperational
353,spacecraft
354,routeEnd
355,url
356,secondTeam
357,video
358,headerimage
359,profit
360,predecessorLine
361,target
362,administrator
363,birthPlace
364,birthDate
365,works
366,awards
367,birthName
368,children
369,yearsActive
370,display
371,activeYearsStartYear
372,birthYear
373,associatedActs
374,director
375,extra
376,note
377,starring
378,writer
379,composer
380,executiveProducer
381,formerBandMember
382,musicComposer
383,narrator
384,openingTheme
385,signature
386,after
387,almaMater
388,before
389,c
390,class
391,id
392,m
393,mw
394,spouse
395,years
396,2data
397,chronology
398,mostAwards
399,music
400,module
401,bgcolor
402,citizenship
403,father
404,mother
405,otherNames
406,relatives
407,alias
408,relative
409,portrayer
410,child
411,qalign
412,quoted
413,currentMembers
414,genre
415,landscape
416,salign
417,acts
418,anthem
419,birthname
420,party
421,relations
422,relation
423,leaderName
424,person
425,commonscat
426,fontsize
427,parents
428,halftime
429,mostNominations
430,holder
431,endorsedBy
432,headliner
433,otherp
434,rtitle
435,bandMember
436,voice
437,pastMembers
438,hometown
439,spinoffs
440,participation
441,pastMemberOf
442,contentstyle
443,format
444,imageUpright
445,pos
446,hosts
447,notableWork
448,showJudge
449,basedOn
450,lyrics
451,musicBy
452,headerAlign
453,allWriting
454,host
455,participants
456,nationality
457,activeYearsEndYear
458,shortsummary
459,voices
460,actor
461,entrant
462,deathPlace
463,nickname
464,notableWorks
465,spinoffOf
466,youthclubs
467,youthyears
468,fullname
469,goals
470,caps
471,clubUpdate
472,clubs
473,nationalcaps
474,nationalgoals
475,nationalteam
476,nationalteamUpdate
477,nationalyears
478,careerStation
479,lw
480,captain
481,lcf
482,rcf
483,ss
484,topScorer
485,manOfTheMatch1a
486,manOfTheMatch1b
487,leagueTopscorer
488,seasonTopscorer
489,topGoalScorer
490,motm
491,ambassadors
492,bracesPlayer
493,firstHatTrickPlayer
494,hatTricksPlayer
495,mostCaps
496,mostGoalsAssistsPlayer
497,mostGoalsPlayerMatchPlayer
498,mostGoalsPlayerPlayer
499,oldestScorerPlayer
500,penaltiesMissedPlayer
501,penaltiesScoredPlayer
502,partner
503,notableworks
504,organisation
505,bg
506,agent
507,bordercolor
508,fg
509,chairman
510,rcm
511,rm
512,education
513,afterElection
514,lyricist
515,writers
516,family
517,weight
518,bowlgames
519,currentnumber
520,heightft
521,heightin
522,highlights
523,highschool
524,major
525,pastschools
526,rd1Team
527,engvoice
528,honorificSuffix
529,postmatch
530,prematch
531,medium
532,story
533,honorificPrefix
534,allMusic
535,guests
536,themeMusicComposer
537,creatorname
538,programmeFormat
539,nick
540,ko
541,next
542,rows
543,section
544,total
545,wins
546,decWins
547,koWins
548,nonscore
549,reach
550,last
551,fighter
552,imdbId
553,bestActor
554,core#exactMatch
555,cinematography
556,creators
557,editing
558,influenced
559,halign
560,candidate
561,influences
562,influencedBy
563,screenplay
564,deathDate
565,deathYear
566,authors
567,television
568,compiler
569,optionName
570,domesticPartner
571,judges
572,headliners
573,active
574,domesticpartner
575,username
576,archiveDate
577,archiveUrl
578,small
579,signatureSize
580,stat1label
581,stat1value
582,stat2label
583,stat2value
