1,UnitedHealth
2,Costco_Wholesale
3,McDonald’s
4,Cisco_Systems
5,AMD
6,Bristol-Myers_Squibb
7,_Inc.
8,Honeywell_International
9,Lowe’s
10,Automatic_Data_Processing
11,ProLogis
12,Mondelēz_International
13,Altria_Group
14,Becton_Dickinson
15,Fidelity_National_Information_Services
16,Estée_Lauder_Companies
17,Humana_Inc.
18,Aon_plc
19,Dr._Phil_McGraw
20,J.K._Rowling
21,Judge_Judy_Sheindlin
22,Sean_Diddy_Combs
23,The_Eagles
24,Antlia_(constellation)
25,Apus_(constellation)
26,Boötes_(constellation)
27,Caelum_(constellation)
28,Camelopardalis_(constellation)
29,Canes_Venatici_(constellation)
30,Canis_Major_(constellation)
31,Canis_Minor_(constellation)
32,Capricornus_(constellation)
33,Centaurus_(constellation)
34,Cetus_(constellation)
35,Chamaeleon_(constellation)
36,Circinus_(constellation)
37,Coma_Berenices_(constellation)
38,Corona_Australis_(constellation)
39,Corona_Borealis_(constellation)
40,Crux_(constellation)
41,Delphinus_(constellation)
42,Dorado_(constellation)
43,Equuleus_(constellation)
44,Fornax_(constellation)
45,Hydrus_(constellation)
46,Lacerta_(constellation)
47,Leo_Minor_(constellation)
48,Lyra_(constellation)
49,Microscopium_(constellation)
50,Monoceros_(constellation)
51,Musca_(constellation)
52,Octans_(constellation)
53,Ophiuchus_(constellation)
54,Pictor_(constellation)
55,Piscis_Austrinus_(constellation)
56,Puppis_(constellation)
57,Pyxis_(constellation)
58,Reticulum_(constellation)
59,Sagitta_(constellation)
60,Scorpius_(constellation)
61,Serpens_(constellation)
62,Sextans_(constellation)
63,Telescopium_(constellation)
64,Triangulum_(constellation)
65,Triangulum_Australe_(constellation)
66,Tucana_(constellation)
67,Ursa_Major_(constellation)
68,Ursa_Minor_(constellation)
69,Volans_(constellation)
70,Vulpecula_(constellation)
71,The_Hunger_Games:_Mockingjay_-_Part_1
72,Star_Wars:_Episode_VII_-_The_Force_Awakens
73,Mission:_Impossible_-_Rogue_Nation
74,The_Hunger_Games:_Mockingjay_-_Part_2
75,Rogue_One:_A_Star_Wars_Story
76,Star_Wars:_Episode_VIII_-_The_Last_Jedi
77,Mission:_Impossible_-_Fallout
