4,3,0,0,"first they killed my father | unbroken | without blood | by the sea","by the sea (2015 film) | first they killed my father (film) | unbroken (film)","",""
7,0,1,0,vivienne jolie pitt | knox jolie pitt | zahara jolie pitt | 6 | maddox jolie pitt | pax jolie pitt | shiloh jolie pitt,"",jon voight,""
0,3,0,0,"","vivienne jolie pitt | knox jolie pitt | shiloh jolie","",""
4,0,0,0,"zahara jolie pitt | james haven | maddox jolie pitt | pax jolie pitt","","",""
0,2,4,0,"","2019 | 2003","div. | 1996 | 2014 | 2000",""
1,1,1,0,"california","los angeles, california, u.s.","u.s.",""
9,1,0,10,"film producer | screenwriter | philanthropist | voice actor | film actor | actor | model | film director | actress","angelina jolie  personfunction  1","","charity | film screenwriter | television actor | character actor | film | executive producer | manufacturer | diarist | fashion model | writer"
1,1,0,0,"1982","1982 01 01t00:00:00z","",""
5,1,0,0,"angelina jolie pitt | jolie | angelina | voight | angelina jolie","list of awards and nominations received by angelina jolie","",""
2,0,0,0,"1975 | 1975 06 04","","",""
0,0,0,0,"","","",""
1,1,0,0,"united states","united states of america","",""
