1, 398, Violet-throated metaltail, https://en.wikipedia.org/wiki/Metallura_baroni
2, 322, Golden-cheeked warbler, https://en.wikipedia.org/wiki/Dendroica_chrysoparia
3, 138, Malagasy harrier, https://en.wikipedia.org/wiki/Circus_macrosceles
4, 54, Night parrot, https://en.wikipedia.org/wiki/Pezoporus_occidentalis
5, 104, Crested ibis, https://en.wikipedia.org/wiki/Nipponia_nippon
6, 353, Zapata wren, https://en.wikipedia.org/wiki/Ferminia_cerverai
7, 126, Swierstra's francolin, https://en.wikipedia.org/wiki/Pternistis_swierstrai
8, 29, Red-crowned crane, https://en.wikipedia.org/wiki/Grus_japonensis
9, 413, Varzea piculet, https://en.wikipedia.org/wiki/Picumnus_varzeae
10, 272, Collared laughingthrush, https://en.wikipedia.org/wiki/Trochalopteron_yersini
11, 332, Great-billed seed finch, https://en.wikipedia.org/wiki/Oryzoborus_maximiliani
12, 157, Scaly-sided merganser, https://en.wikipedia.org/wiki/Mergus_squamatus
13, 321, Bahama warbler, https://en.wikipedia.org/wiki/Setophaga_flavescens
14, 180, Indian skimmer, https://en.wikipedia.org/wiki/Rynchops_albicollis
15, 49, Lear's macaw, https://en.wikipedia.org/wiki/Anodorhynchus_leari
16, 89, Tolima dove, https://en.wikipedia.org/wiki/Leptotila_conoveri
17, 411, White-rumped woodpecker, https://en.wikipedia.org/wiki/Meiglyptes_tristis
18, 188, Fynbos buttonquail, https://en.wikipedia.org/wiki/Turnix_hottentottus
19, 65, Thick-billed parrot, https://en.wikipedia.org/wiki/Rhynchopsitta_pachyrhyncha
20, 298, Warsangli linnet, https://en.wikipedia.org/wiki/Carduelis_johannis
21, 72, Milky stork, https://en.wikipedia.org/wiki/Mycteria_cinerea
22, 281, Sri Lanka whistling thrush, https://en.wikipedia.org/wiki/Myophonus_blighi
23, 277, Humblot's flycatcher, https://en.wikipedia.org/wiki/Humblotia_flavirostris
24, 291, Bates's weaver, https://en.wikipedia.org/wiki/Ploceus_batesi
25, 331, Ibera seedeater, https://en.wikipedia.org/wiki/Sporophila_iberaensis
26, 355, Jocotoco antpitta, https://en.wikipedia.org/wiki/Grallaria_ridgelyi
27, 255, Speckled reed warbler, https://en.wikipedia.org/wiki/Acrocephalus_sorghophilus
28, 110, Red-billed curassow, https://en.wikipedia.org/wiki/Crax_blumenbachii
29, 246, Ash's lark, https://en.wikipedia.org/wiki/Mirafra_ashi
30, 137, Chaco eagle, https://en.wikipedia.org/wiki/Buteogallus_coronatus
31, 289, Ibadan malimbe, https://en.wikipedia.org/wiki/Malimbus_ibadanensis
32, 428, Dwarf tinamou, https://en.wikipedia.org/wiki/Taoniscus_nanus
33, 84, Polynesian imperial pigeon, https://en.wikipedia.org/wiki/Ducula_aurorae
34, 243, White-winged magpie, https://en.wikipedia.org/wiki/Urocissa_whiteheadi
35, 120, Manipur bush quail, https://en.wikipedia.org/wiki/Perdicula_manipurensis
36, 354, Cundinamarca antpitta, https://en.wikipedia.org/wiki/Grallaria_kaestneri
37, 251, Mozambique forest warbler, https://en.wikipedia.org/wiki/Artisornis_moreaui
38, 162, Cebu hawk-owl, https://en.wikipedia.org/wiki/Ninox_rumseyi
39, 192, Superb pitta, https://en.wikipedia.org/wiki/Pitta_superba
40, 106, Malagasy sacred ibis, https://en.wikipedia.org/wiki/Threskiornis_bernieri
41, 407, Yellow-browed toucanet, https://en.wikipedia.org/wiki/Aulacorhynchus_huallagae
42, 285, White-throated jungle flycatcher, https://en.wikipedia.org/wiki/Rhinomyias_albigularis
43, 310, Tricolored blackbird, https://en.wikipedia.org/wiki/Agelaius_tricolor
44, 388, Venezuelan sylph, https://en.wikipedia.org/wiki/Aglaiocercus_berlepschi
45, 45, Lilac-crowned amazon, https://en.wikipedia.org/wiki/Amazona_finschi
46, 333, Marsh seedeater, https://en.wikipedia.org/wiki/Sporophila_palustris
47, 53, Purple-naped lory, https://en.wikipedia.org/wiki/Lorius_domicella
48, 58, Echo parakeet, https://en.wikipedia.org/wiki/Psittacula_eques
49, 168, Sokoke scops owl, https://en.wikipedia.org/wiki/Otus_ireneae
50, 197, Urich's tyrannulet, https://en.wikipedia.org/wiki/Phyllomyias_urichi
51, 33, Lord Howe woodhen, https://en.wikipedia.org/wiki/Hypotaenidia_sylvestris
52, 417, Bay-breasted cuckoo, https://en.wikipedia.org/wiki/Coccyzus_rufigularis
53, 340, Rufous scrubbird, https://en.wikipedia.org/wiki/Atrichornis_rufescens
54, 94, Blue-headed quail dove, https://en.wikipedia.org/wiki/Starnoenas_cyanocephala
55, 184, Peruvian tern, https://en.wikipedia.org/wiki/Sternula_lorata
56, 369, Amber Mountain rock thrush, https://en.wikipedia.org/wiki/Monticola_erythronotus
57, 37, Bogotá rail, https://en.wikipedia.org/wiki/Rallus_semiplumbeus
58, 336, Sokoke pipit, https://en.wikipedia.org/wiki/Anthus_sokokensis
59, 185, Guadalupe murrelet, https://en.wikipedia.org/wiki/Synthliboramphus_hypoleucus
60, 31, Masked finfoot, https://en.wikipedia.org/wiki/Heliopais_personatus
61, 410, Lesser crescent-chested puffbird, https://en.wikipedia.org/wiki/Malacoptila_minor
62, 301, Hawaiʻi creeper, https://en.wikipedia.org/wiki/Oreomystis_mana
63, 250, Namuli apalis, https://en.wikipedia.org/wiki/Apalis_lynesi
64, 14, Phoenix petrel, https://en.wikipedia.org/wiki/Pterodroma_alba
65, 380, Algerian nuthatch, https://en.wikipedia.org/wiki/Sitta_ledanti
66, 1, Northern rockhopper penguin, https://en.wikipedia.org/wiki/Eudyptes_moseleyi
67, 364, Pulitzer's longbill, https://en.wikipedia.org/wiki/Macrosphenus_pulitzeri
68, 316, Saffron-cowled blackbird, https://en.wikipedia.org/wiki/Xanthopsar_flavus
69, 5, Galapagos penguin, https://en.wikipedia.org/wiki/Spheniscus_mendiculus
70, 222, White-throated barbtail, https://en.wikipedia.org/wiki/Premnoplex_tatei
71, 396, Scissor-tailed hummingbird, https://en.wikipedia.org/wiki/Hylonympha_macrocerca
