1, 50 Cent,Q6060, https://en.wikipedia.org/wiki/50_Cent
2, Adele,Q23215, https://en.wikipedia.org/wiki/Adele
3, Angelina Jolie,Q13909, https://en.wikipedia.org/wiki/Angelina_Jolie
4, Backstreet Boys,Q17140, https://en.wikipedia.org/wiki/Backstreet_Boys
5, Ben Affleck,Q483118, https://en.wikipedia.org/wiki/Ben_Affleck
6, Beyoncé,Q36153, https://en.wikipedia.org/wiki/Beyoncé
7, Bon Jovi,Q259254, https://en.wikipedia.org/wiki/Bon_Jovi
8, Brad Pitt,Q35332, https://en.wikipedia.org/wiki/Brad_Pitt
9, Britney Spears,Q11975, https://en.wikipedia.org/wiki/Britney_Spears
10, Bruce Springsteen,Q1225, https://en.wikipedia.org/wiki/Bruce_Springsteen
11, Bruce Willis,Q2680, https://en.wikipedia.org/wiki/Bruce_Willis
12, Celine Dion,Q5105, https://en.wikipedia.org/wiki/Celine_Dion
13, Cher,Q12003, https://en.wikipedia.org/wiki/Cher
14, Coldplay,Q45188, https://en.wikipedia.org/wiki/Coldplay
15, Cristiano Ronaldo,Q11571, https://en.wikipedia.org/wiki/Cristiano_Ronaldo
16, Dan Brown,Q7345, https://en.wikipedia.org/wiki/Dan_Brown
17, David Beckham,Q10520, https://en.wikipedia.org/wiki/David_Beckham
18, Dr. Dre,Q6078, https://en.wikipedia.org/wiki/Dr._Dre
19, Dr. Phil McGraw,Q204630, https://en.wikipedia.org/wiki/Dr._Phil_McGraw
20, Drake,Q33240, https://en.wikipedia.org/wiki/Drake_(musician)
21, Dwayne Johnson,Q10738, https://en.wikipedia.org/wiki/Dwayne_Johnson
22, Edie Falco,Q229034, https://en.wikipedia.org/wiki/Edie_Falco
23, Ed Sheeran,Q47447, https://en.wikipedia.org/wiki/Ed_Sheeran
24, Ellen DeGeneres,Q483325, https://en.wikipedia.org/wiki/Ellen_DeGeneres
25, Elton John,Q2808, https://en.wikipedia.org/wiki/Elton_John
26, Eminem,Q5608, https://en.wikipedia.org/wiki/Eminem
27, Floyd Mayweather Jr.,Q318204, https://en.wikipedia.org/wiki/Floyd_Mayweather_Jr.
28, Garth Brooks,Q216288, https://en.wikipedia.org/wiki/Garth_Brooks
29, George Clooney,Q23844, https://en.wikipedia.org/wiki/George_Clooney
30, George Lucas,Q38222, https://en.wikipedia.org/wiki/George_Lucas
31, Harrison Ford,Q81328, https://en.wikipedia.org/wiki/Harrison_Ford
32, Howard Stern,Q348603, https://en.wikipedia.org/wiki/Howard_Stern
33, J.K. Rowling,Q34660, https://en.wikipedia.org/wiki/J.K._Rowling
34, James Cameron,Q42574, https://en.wikipedia.org/wiki/James_Cameron
35, James Gandolfini,Q308722, https://en.wikipedia.org/wiki/James_Gandolfini
36, James Patterson,Q311671, https://en.wikipedia.org/wiki/James_Patterson
37, Jay-Z,Q62766, https://en.wikipedia.org/wiki/Jay-Z
38, Jennifer Aniston,Q32522, https://en.wikipedia.org/wiki/Jennifer_Aniston
39, Jennifer Lopez,Q40715, https://en.wikipedia.org/wiki/Jennifer_Lopez
40, Jerry Seinfeld,Q215506, https://en.wikipedia.org/wiki/Jerry_Seinfeld
41, Johnny Depp,Q37175, https://en.wikipedia.org/wiki/Johnny_Depp
42, Judge Judy Sheindlin,Q2660811, https://en.wikipedia.org/wiki/Judge_Judy_Sheindlin
43, Julia Roberts,Q40523, https://en.wikipedia.org/wiki/Julia_Roberts
44, Justin Bieber,Q34086, https://en.wikipedia.org/wiki/Justin_Bieber
45, Kanye West,Q15935, https://en.wikipedia.org/wiki/Kanye_West
46, Katy Perry,Q42493, https://en.wikipedia.org/wiki/Katy_Perry
47, Kevin Hart,Q618352, https://en.wikipedia.org/wiki/Kevin_Hart
48, Kim Kardashian,Q186304, https://en.wikipedia.org/wiki/Kim_Kardashian
49, Kobe Bryant,Q25369, https://en.wikipedia.org/wiki/Kobe_Bryant
50, Kylie Jenner,Q1770624, https://en.wikipedia.org/wiki/Kylie_Jenner
51, Lady Gaga,Q19848, https://en.wikipedia.org/wiki/Lady_Gaga
52, LeBron James,Q36159, https://en.wikipedia.org/wiki/LeBron_James
53, Leonardo DiCaprio,Q38111, https://en.wikipedia.org/wiki/Leonardo_DiCaprio
54, Lionel Messi,Q615, https://en.wikipedia.org/wiki/Lionel_Messi
55, Lorraine Bracco,Q229319, https://en.wikipedia.org/wiki/Lorraine_Bracco
56, Madonna,Q1744, https://en.wikipedia.org/wiki/Madonna
57, Manny Pacquiao,Q486359, https://en.wikipedia.org/wiki/Manny_Pacquiao
58, Mariah Carey,Q41076, https://en.wikipedia.org/wiki/Mariah_Carey
59, Mel Gibson,Q42229, https://en.wikipedia.org/wiki/Mel_Gibson
60, Michael Imperioli,Q317358, https://en.wikipedia.org/wiki/Michael_Imperioli
61, Michael Jordan,Q41421, https://en.wikipedia.org/wiki/Michael_Jordan
62, Neymar,Q142794, https://en.wikipedia.org/wiki/Neymar
63, NSYNC,Q154454, https://en.wikipedia.org/wiki/NSYNC
64, One Direction,Q146027, https://en.wikipedia.org/wiki/One_Direction
65, Oprah Winfrey,Q55800, https://en.wikipedia.org/wiki/Oprah_Winfrey
66, Paula Deen,Q3071037, https://en.wikipedia.org/wiki/Paula_Deen
67, Paul McCartney,Q2599, https://en.wikipedia.org/wiki/Paul_McCartney
68, Phil McGraw,Q204630, https://en.wikipedia.org/wiki/Phil_McGraw
69, Rihanna,Q36844, https://en.wikipedia.org/wiki/Rihanna
70, Robert Downey Jr.,Q165219, https://en.wikipedia.org/wiki/Robert_Downey_Jr.
71, Robin Williams,Q83338, https://en.wikipedia.org/wiki/Robin_Williams
72, Roger Federer,Q1426, https://en.wikipedia.org/wiki/Roger_Federer
73, Rush Limbaugh,Q319072, https://en.wikipedia.org/wiki/Rush_Limbaugh
74, Sandra Bullock,Q40791, https://en.wikipedia.org/wiki/Sandra_Bullock
75, Saul Canelo Alvarez,Q2117769, https://en.wikipedia.org/wiki/Canelo_Alvarez
76, Sean Diddy Combs,Q216936, https://en.wikipedia.org/wiki/Sean_Combs
77, Shaquille O'Neal,Q169452, https://en.wikipedia.org/wiki/Shaquille_O%27Neal
78, Simon Cowell,Q162629, https://en.wikipedia.org/wiki/Simon_Cowell
79, Spice Girls,Q55641, https://en.wikipedia.org/wiki/Spice_Girls
80, Steven Spielberg,Q8877, https://en.wikipedia.org/wiki/Steven_Spielberg
81, Taylor Swift,Q26876, https://en.wikipedia.org/wiki/Taylor_Swift
82, The Beatles,Q1299, https://en.wikipedia.org/wiki/The_Beatles
83, The Eagles,Q189635, https://en.wikipedia.org/wiki/The_Eagles
84, The Police,Q178095, https://en.wikipedia.org/wiki/The_Police
85, The Rolling Stones,Q11036, https://en.wikipedia.org/wiki/The_Rolling_Stones
86, The Weeknd,Q2121062, https://en.wikipedia.org/wiki/The_Weeknd
87, Tiger Woods,Q10993, https://en.wikipedia.org/wiki/Tiger_Woods
88, Tom Cruise,Q37079, https://en.wikipedia.org/wiki/Tom_Cruise
89, Tom Hanks,Q2263, https://en.wikipedia.org/wiki/Tom_Hanks
90, Tyler Perry,Q686301, https://en.wikipedia.org/wiki/Tyler_Perry
91, U2,Q396, https://en.wikipedia.org/wiki/U2
