1,rdf-schema#seeAlso,IMac_G3
2,name,Apple Inc.
3,homepage,www.apple.com
4,wgs84_pos#lat,37.33489990234375
5,wgs84_pos#long,-122.0090026855469
6,secCik,320193
7,thumbnail,Apple_logo_black.svg?width=300
8,bloomberg,AAPL:US
9,google,AAPL:NASDAQ
10,reuters,AAPL.O
11,yahoo,AAPL
12,align,right
13,alt,An thin iMac in blue color on a desk.
14,areaServed,Worldwide
15,assets,3.5276E11
16,auto,1
17,caption,iMac with M1 chip
18,date,November 2020
19,direction,horizontal
20,equity,5.067E10
21,equityYear,2022
22,formerName,Apple Computer, Inc. (1977–2007)
23,founded,1976-04-01
24,founders,
25,hqLocation,1
26,hqLocationCity,Cupertino,_California
27,hqLocationCountry,U.S.
28,image,M2 Macbook Air Midnight model - 1.jpg
29,imageCaption,Apple Park, the company's headquarters in Cupertino, California within Silicon Valley
30,imageSize,260
31,industry,Software_services
32,keyPeople,Arthur D. Levinson
33,logo,Apple logo black.svg
34,logoSize,80
35,netIncome,9.98E10
36,numEmployees,164000
37,numEmployeesYear,2022
38,numLocations,521
39,numLocationsYear,2022
40,operatingIncome,1.1944E11
41,perrow,2
42,products,AirPods
43,quote,"The scenes I witnessed at the opening of the new Apple store in London's Covent Garden were more like an evangelical prayer meeting than a chance to buy a phone or a laptop."
44,revenue,3.9433E11
45,revenueYear,2022
46,services,Apple Pay
47,source,—Alex Riley, writing for the BBC
48,subsid,Dark Sky
49,symbol,AAPL
50,title,Mike_Markkula
51,totalWidth,250
52,tradedAs,NASDAQ:AAPL
53,type,MacInTouch
54,voy,Cupertino
55,website,www.apple.com
56,width,30.0
57,point,37.3349 -122.009
58,assetsYear,2022
59,find,toxins
60,incomeYear,2022
61,isin,3.78331005E8
62,netIncomeYear,2022
63,sameAs,154701873
64,wordnet_type,synset-web_site-noun-1
65,core#closeMatch,grid.474412.0
66,prov#wasDerivedFrom,Apple_Inc.?oldid=1124493258&ns=0
67,wikiPageLength,295591
68,foundingDate,1976-04-01
69,foundingYear,1976
70,numberOfEmployees,164000
71,numberOfLocations,521
72,foundedBy,Taligent
73,headquarter,Apple_Park
74,keyPerson,Arthur_D._Levinson
75,locationCity,Cupertino,_California
76,product,Supermono_Studios
77,service,Tekserve
78,subsidiary,InVisage_Technologies
79,isPrimaryTopicOf,Apple_Inc.
80,wgs84_pos#geometry,POINT(-122.00900268555 37.334899902344)
81,owl#differentFrom,Private_Security_Liaison
82,wikiPageDisambiguates,I_(disambiguation)
83,videoFormat,CBOYSTV
84,workplaces,Ramanathan_V._Guha
85,manuf,Apple_motion_coprocessors
86,namesake,Apple_Park
87,affiliations,Apple_University
88,author,OpenCL
89,branding,Apple_Wireless_Keyboard
90,company,Pentalobe_screw
91,currentowner,IAd
92,designer,Swift_(programming_language)
93,developer,Apple_ProDOS__16__1
94,distributor,Sugar_(upcoming_TV_series)
95,manufacturer,IPad_Air_(3rd_generation)__iPad_Air_3rd_generation__1
96,membership,PCI-SIG
97,mostWins,World_Branding_Awards
98,network,Urban_Wolf
99,organization,Priya_Balasubramaniam
100,owner,IWork__.com__1
101,parent,P.A._Semi
102,platform,Ulysses_(text_editor)
103,producer,Rayman_Mini
104,publisher,Through_the_Looking_Glass_(video_game)
105,tv,Major_League_Soccer
106,award1pub,Alba:_A_Wildlife_Adventure
107,organized,Worldwide_Developers_Conference
108,boards,Katherine_L._Adams
109,brand,IPhone_XS
110,commissionedBy,Apple_Color_Emoji
111,designfirm,Hard_Disk_20SC
112,employer,Bruce_Sewell
113,foundry,San_Francisco_(sans-serif_typeface)
114,parentOrganization,Genius_Bar
115,board,Bruce_Sewell
116,institution,Alan_Kay__Alan_Kay__1
117,affiliation,Apple_University
118,computingPlatform,Ulysses_(text_editor)
119,cpu,IPad_(4th_generation)__iPad__1
120,knownFor,Michael_Spindler
121,license,OS_X_Lion__OS_X_Lion__1
122,literaryGenre,Revolution_in_the_Valley
123,nonFictionSubject,Infinite_Loop_(book)
124,occupation,Randy_Haykin
125,operatingSystem,Sony_Reader
126,owningCompany,AIM_alliance
127,parentCompany,P.A._Semi
128,parentOrganisation,Genius_Bar
129,primaryTopic,Apple_Inc.
130,brands,Visual Studio
131,b,no
132,commons,Category:Microsoft
133,d,no
134,divisions,
135,footnotes,Financials
136,logoAlt,A square divided into four sub-squares, colored red-orange, green, yellow and blue , with the company name appearing to its right
137,n,yes
138,portal,United States
139,q,Microsoft
140,reason,"The Internet" is a huge network of cables, microwave links and switching equipment, and even Microsoft at the time didn't have the financial means to replicate it, nor would there have been any business reason to do so.
141,s,no
142,species,no
143,style,font-size:100%
144,text,"We provide customer data only when we receive a legally binding order or subpoena to do so, and never on a voluntary basis. In addition, we only ever comply with orders for requests about specific accounts or identifiers. If the government has a broader voluntary national security program to gather customer data, we don't participate in it."
145,tradeName,Microsoft
146,v,Portal: Microsoft
147,wikt,no
148,hypernym,Company
149,division,Xbox_Game_Studios
150,commercial,Yes
151,currentStatus,Active
152,founder,Climate_Pledge_Fund
153,language,Turkish
154,logoCaption,Logo since January 2000
155,programmingLanguage,C++ and Java
156,registration,Optional
157,screenshot,amazon.com screenshot.jpeg
158,sign,Amazon.com Help
159,collapsetext,Screenshot
160,collapsible,yes
161,licensee,Altair:_A_Record_of_Battles
162,platforms,War_Robots
163,rev,I_Wanna_Be_with_You_(album)
164,nativeClients,Cinq_Music_Group
165,tradingName,Alphabet
166,owners,Sergey Brin
167,registry,.google
168,location,Kiewit_Plaza
169,successor,Garanimals
170,sponsor,2016_UnitedHealthcare_season
171,foundation,1993-04-05
172,soc,Surface_2
173,workInstitutions,Steve_Scott_(computer_architect)
174,graphics,Toshiba_Thrive
175,partners,Made_in_Thailand_e-Sports
176,stockrow,JNJ
177,xaxistitle,year
178,y1title,turn-over
179,yaxismin,0
180,yaxistitle,$ billion
181,border,1
182,height,150
183,locationCountry,United_States
184,x,9223372036854775807
185,y,50.5
186,ta,center
187,workInstitution,Zoltan_Hajos
188,previousowners,O.b._(brand)
189,institutions,Earle_Dickson
190,patrons,Gladys_Rockmore_Davis
191,award,Ronke_Olabisi
192,predecessor,Standard_Oil
193,currentTenants,Mossmorran
194,operator,Hides_gas_field
195,operators,Arun_gas_field
196,opponents,Movement_for_the_Emancipation_of_the_Niger_Delta
197,companies,ExxonMobil_Electrofrac
198,contractors,West_Qurna_Field
199,customValue,Universe_of_Energy
200,significantBuilding,Michel_Mossessian
201,funding,Oversight_Board_(Meta)
202,recordLabel,Ross_Lara
203,creator,The_Jensen_Project
204,free,Monroe_Comprehensive_High_School
205,presenter,32nd_Daytime_Emmy_Awards
206,producedby,Head_&_Shoulders
207,footer,Sample Barclaycard , as issued in the UK in the 1960s/70s. Co-branded cards were also issued by affiliates, such as The Co-operative Bank and Yorkshire Bank. The Chargex logo  used in Canada.
208,nasdaq,V
209,sponsors,Carissa_Moore
210,ratio,Tier 1 14.6%
211,aum,3.11E12
212,predecessors,Chemical_Bank
