1, Apple, https://de.wikipedia.org/wiki/Apple,Q89
2, Microsoft, https://de.wikipedia.org/wiki/Microsoft,Q2283
3, Amazon, https://de.wikipedia.org/wiki/Amazon,Q456120
4, Tesla, https://de.wikipedia.org/wiki/Tesla,Q765530
5, Alphabet Inc., https://de.wikipedia.org/wiki/Alphabet_Inc.,Q20800404
6, Alphabet Inc., https://de.wikipedia.org/wiki/Alphabet_Inc.,Q20800404
7, Berkshire Hathaway, https://de.wikipedia.org/wiki/Berkshire_Hathaway,Q217583
8, UnitedHealth, https://de.wikipedia.org/wiki/UnitedHealth,Q2103926
9, Nvidia, https://de.wikipedia.org/wiki/Nvidia,Q182477
10, Johnson & Johnson, https://de.wikipedia.org/wiki/Johnson_%26_Johnson,Q217460
11, ExxonMobil, https://de.wikipedia.org/wiki/ExxonMobil,Q156238
12, Meta Platforms, https://de.wikipedia.org/wiki/Meta_Platforms,Q380
13, Procter & Gamble, https://de.wikipedia.org/wiki/Procter_%26_Gamble,Q520045
14, Visa Inc., https://de.wikipedia.org/wiki/Visa_Inc.,Q328840
15, JPMorgan Chase, https://de.wikipedia.org/wiki/JPMorgan_Chase,Q192314
16, Chevron Corporation, https://de.wikipedia.org/wiki/Chevron_Corporation,Q319642
17, The Home Depot, https://de.wikipedia.org/wiki/The_Home_Depot,Q864407
18, Mastercard, https://de.wikipedia.org/wiki/Mastercard,Q489921
19, Pfizer, https://de.wikipedia.org/wiki/Pfizer,Q206921
20, Eli Lilly and Company, https://de.wikipedia.org/wiki/Eli_Lilly_and_Company,Q632240
21, The Coca-Cola Company, https://de.wikipedia.org/wiki/The_Coca-Cola_Company,Q3295867
22, AbbVie, https://de.wikipedia.org/wiki/AbbVie,Q14662364
23, PepsiCo, https://de.wikipedia.org/wiki/PepsiCo,Q334800
24, Costco Wholesale, https://de.wikipedia.org/wiki/Costco_Wholesale,Q715583
25, Bank of America, https://de.wikipedia.org/wiki/Bank_of_America,Q487907
26, Thermo Fisher Scientific, https://de.wikipedia.org/wiki/Thermo_Fisher_Scientific,Q643674
27, Merck & Co., https://de.wikipedia.org/wiki/Merck_%26_Co.,Q246985
28, Broadcom Inc., https://de.wikipedia.org/wiki/Broadcom_Inc.,Q4827416
29, Adobe Inc., https://de.wikipedia.org/wiki/Adobe_Inc.,Q11463
30, McDonald’s, https://de.wikipedia.org/wiki/McDonald’s,Q38076
31, Accenture, https://de.wikipedia.org/wiki/Accenture,Q338825
32, The Walt Disney Company, https://de.wikipedia.org/wiki/The_Walt_Disney_Company,Q7414
33, Verizon Communications, https://de.wikipedia.org/wiki/Verizon_Communications,Q467752
34, Abbott Laboratories, https://de.wikipedia.org/wiki/Abbott_Laboratories,Q306764
35, Cisco Systems, https://de.wikipedia.org/wiki/Cisco_Systems,Q173395
36, Walmart, https://de.wikipedia.org/wiki/Walmart,Q483551
37, Danaher Corporation, https://de.wikipedia.org/wiki/Danaher_Corporation,Q1159256
38, Salesforce, https://de.wikipedia.org/wiki/Salesforce,Q941127
39, Comcast, https://de.wikipedia.org/wiki/Comcast,Q1113804
40, NextEra Energy, https://de.wikipedia.org/wiki/NextEra_Energy,Q967868
41, Qualcomm, https://de.wikipedia.org/wiki/Qualcomm,Q544847
42, Texas Instruments, https://de.wikipedia.org/wiki/Texas_Instruments,Q193412
43, Wells Fargo, https://de.wikipedia.org/wiki/Wells_Fargo,Q744149
44, AMD, https://de.wikipedia.org/wiki/AMD,Q128896
45, Bristol-Myers Squibb, https://de.wikipedia.org/wiki/Bristol-Myers_Squibb,Q266423
46, Philip Morris International, https://de.wikipedia.org/wiki/Philip_Morris_International,Q1852556
47, Linde plc, https://de.wikipedia.org/wiki/Linde_plc,Q682759
48, Intel, https://de.wikipedia.org/wiki/Intel,Q248
49, Nike, https://de.wikipedia.org/wiki/Nike_(Unternehmen),Q218202
50, United Parcel Service, https://de.wikipedia.org/wiki/United_Parcel_Service,Q155026
51, Union Pacific Corporation, https://de.wikipedia.org/wiki/Union_Pacific_Corporation,Q20183163
52, Raytheon Technologies, https://de.wikipedia.org/wiki/Raytheon_Technologies,Q89368734
53, AT&T, https://de.wikipedia.org/wiki/AT%26T,Q210323
54, Amgen, https://de.wikipedia.org/wiki/Amgen,Q470517
55, Honeywell International, https://de.wikipedia.org/wiki/Honeywell_International,Q898208
56, S&P Global, https://de.wikipedia.org/wiki/S%26P_Global,Q9956
57, Intuit, https://de.wikipedia.org/wiki/Intuit,Q1318848
58, CVS Health, https://de.wikipedia.org/wiki/CVS_Health,Q624375
59, Medtronic, https://de.wikipedia.org/wiki/Medtronic,Q642189
60, Lowe’s, https://de.wikipedia.org/wiki/Lowe’s,Q1373493
61, American Tower, https://de.wikipedia.org/wiki/American_Tower,Q4745263
62, ConocoPhillips, https://de.wikipedia.org/wiki/ConocoPhillips,Q214763
63, Oracle, https://de.wikipedia.org/wiki/Oracle,Q217123
64, IBM, https://de.wikipedia.org/wiki/IBM,Q37156
65, Morgan Stanley, https://de.wikipedia.org/wiki/Morgan_Stanley,Q334204
66, Elevance Health, https://de.wikipedia.org/wiki/Elevance_Health,Q677488
67, Goldman Sachs, https://de.wikipedia.org/wiki/Goldman_Sachs,Q193326
68, PayPal, https://de.wikipedia.org/wiki/PayPal,Q483959
69, Charles Schwab Corporation, https://de.wikipedia.org/wiki/Charles_Schwab_Corporation,Q1066028
70, Lockheed Martin, https://de.wikipedia.org/wiki/Lockheed_Martin,Q7240
71, Automatic Data Processing, https://de.wikipedia.org/wiki/Automatic_Data_Processing,Q489080
72, Citigroup, https://de.wikipedia.org/wiki/Citigroup,Q219508
73, Netflix, https://de.wikipedia.org/wiki/Netflix,Q907311
74, Caterpillar, https://de.wikipedia.org/wiki/Caterpillar,Q81825
75, Starbucks, https://de.wikipedia.org/wiki/Starbucks,Q37158
76, ProLogis, https://de.wikipedia.org/wiki/ProLogis,Q16983765
77, BlackRock, https://de.wikipedia.org/wiki/BlackRock,Q219635
78, Deere & Company, https://de.wikipedia.org/wiki/John_Deere,Q56538139
