1, Apple, https://de.wikipedia.org/wiki/Apple
2, Microsoft, https://de.wikipedia.org/wiki/Microsoft
3, Amazon, https://de.wikipedia.org/wiki/Amazon
4, Tesla, https://de.wikipedia.org/wiki/Tesla
5, Alphabet Inc., https://de.wikipedia.org/wiki/Alphabet_Inc.
6, Alphabet Inc., https://de.wikipedia.org/wiki/Alphabet_Inc.
7, Berkshire Hathaway, https://de.wikipedia.org/wiki/Berkshire_Hathaway
8, UnitedHealth, https://de.wikipedia.org/wiki/UnitedHealth
9, Nvidia, https://de.wikipedia.org/wiki/Nvidia
10, Johnson & Johnson, https://de.wikipedia.org/wiki/Johnson_%26_Johnson
11, ExxonMobil, https://de.wikipedia.org/wiki/ExxonMobil
12, Meta Platforms, https://de.wikipedia.org/wiki/Meta_Platforms
13, Procter & Gamble, https://de.wikipedia.org/wiki/Procter_%26_Gamble
14, Visa Inc., https://de.wikipedia.org/wiki/Visa_Inc.
15, JPMorgan Chase, https://de.wikipedia.org/wiki/JPMorgan_Chase
16, Chevron Corporation, https://de.wikipedia.org/wiki/Chevron_Corporation
17, The Home Depot, https://de.wikipedia.org/wiki/The_Home_Depot
18, Mastercard, https://de.wikipedia.org/wiki/Mastercard
19, Pfizer, https://de.wikipedia.org/wiki/Pfizer
20, Eli Lilly and Company, https://de.wikipedia.org/wiki/Eli_Lilly_and_Company
21, The Coca-Cola Company, https://de.wikipedia.org/wiki/The_Coca-Cola_Company
22, AbbVie, https://de.wikipedia.org/wiki/AbbVie
23, PepsiCo, https://de.wikipedia.org/wiki/PepsiCo
24, Costco Wholesale, https://de.wikipedia.org/wiki/Costco_Wholesale
25, Bank of America, https://de.wikipedia.org/wiki/Bank_of_America
26, Thermo Fisher Scientific, https://de.wikipedia.org/wiki/Thermo_Fisher_Scientific
27, Merck & Co., https://de.wikipedia.org/wiki/Merck_%26_Co.
28, Broadcom Inc., https://de.wikipedia.org/wiki/Broadcom_Inc.
29, Adobe Inc., https://de.wikipedia.org/wiki/Adobe_Inc.
30, McDonald’s, https://de.wikipedia.org/wiki/McDonald’s
31, Accenture, https://de.wikipedia.org/wiki/Accenture
32, The Walt Disney Company, https://de.wikipedia.org/wiki/The_Walt_Disney_Company
33, Verizon Communications, https://de.wikipedia.org/wiki/Verizon_Communications
34, Abbott Laboratories, https://de.wikipedia.org/wiki/Abbott_Laboratories
35, Cisco Systems, https://de.wikipedia.org/wiki/Cisco_Systems
36, Walmart, https://de.wikipedia.org/wiki/Walmart
37, Danaher Corporation, https://de.wikipedia.org/wiki/Danaher_Corporation
38, Salesforce, https://de.wikipedia.org/wiki/Salesforce
39, Comcast, https://de.wikipedia.org/wiki/Comcast
40, NextEra Energy, https://de.wikipedia.org/wiki/NextEra_Energy
41, Qualcomm, https://de.wikipedia.org/wiki/Qualcomm
42, Texas Instruments, https://de.wikipedia.org/wiki/Texas_Instruments
43, Wells Fargo, https://de.wikipedia.org/wiki/Wells_Fargo
44, AMD, https://de.wikipedia.org/wiki/AMD
45, Bristol-Myers Squibb, https://de.wikipedia.org/wiki/Bristol-Myers_Squibb
46, Philip Morris International, https://de.wikipedia.org/wiki/Philip_Morris_International
47, Linde plc, https://de.wikipedia.org/wiki/Linde_plc
48, Intel, https://de.wikipedia.org/wiki/Intel
49, Nike, https://de.wikipedia.org/wiki/Nike_(Unternehmen)
50, United Parcel Service, https://de.wikipedia.org/wiki/United_Parcel_Service
51, Union Pacific Corporation, https://de.wikipedia.org/wiki/Union_Pacific_Corporation
52, Raytheon Technologies, https://de.wikipedia.org/wiki/Raytheon_Technologies
53, AT&T, https://de.wikipedia.org/wiki/AT%26T
54, Amgen, https://de.wikipedia.org/wiki/Amgen
55, Honeywell International, https://de.wikipedia.org/wiki/Honeywell_International
56, S&P Global, https://de.wikipedia.org/wiki/S%26P_Global
57, Intuit, https://de.wikipedia.org/wiki/Intuit
58, CVS Health, https://de.wikipedia.org/wiki/CVS_Health
59, Medtronic, https://de.wikipedia.org/wiki/Medtronic
60, Lowe’s, https://de.wikipedia.org/wiki/Lowe’s
61, American Tower, https://de.wikipedia.org/wiki/American_Tower
62, ConocoPhillips, https://de.wikipedia.org/wiki/ConocoPhillips
63, Oracle, https://de.wikipedia.org/wiki/Oracle
64, IBM, https://de.wikipedia.org/wiki/IBM
65, Morgan Stanley, https://de.wikipedia.org/wiki/Morgan_Stanley
66, Elevance Health, https://de.wikipedia.org/wiki/Elevance_Health
67, Goldman Sachs, https://de.wikipedia.org/wiki/Goldman_Sachs
68, PayPal, https://de.wikipedia.org/wiki/PayPal
69, Charles Schwab Corporation, https://de.wikipedia.org/wiki/Charles_Schwab_Corporation
70, Lockheed Martin, https://de.wikipedia.org/wiki/Lockheed_Martin
71, Automatic Data Processing, https://de.wikipedia.org/wiki/Automatic_Data_Processing
72, Citigroup, https://de.wikipedia.org/wiki/Citigroup
73, Netflix, https://de.wikipedia.org/wiki/Netflix
74, Caterpillar, https://de.wikipedia.org/wiki/Caterpillar
75, Starbucks, https://de.wikipedia.org/wiki/Starbucks
76, ProLogis, https://de.wikipedia.org/wiki/ProLogis
77, BlackRock, https://de.wikipedia.org/wiki/BlackRock
78, Deere & Company, https://de.wikipedia.org/wiki/John_Deere
79, Applied Materials, https://de.wikipedia.org/wiki/Applied_Materials
80, American Express, https://de.wikipedia.org/wiki/American_Express
81, ServiceNow, https://de.wikipedia.org/wiki/ServiceNow
82, Boeing, https://de.wikipedia.org/wiki/Boeing
83, Mondelēz International, https://de.wikipedia.org/wiki/Mondelēz_International
84, Analog Devices, https://de.wikipedia.org/wiki/Analog_Devices
85, Cigna, https://de.wikipedia.org/wiki/CIGNA
86, Intuitive Surgical, https://de.wikipedia.org/wiki/Intuitive_Surgical
87, Duke Energy, https://de.wikipedia.org/wiki/Duke_Energy
88, Zoetis, https://de.wikipedia.org/wiki/Zoetis
89, T-Mobile US, https://de.wikipedia.org/wiki/T-Mobile_US
90, General Electric, https://de.wikipedia.org/wiki/General_Electric
